Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Vehicle_Reference_df,Casualty_Reference,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,label
2,9,4,0,4,0,17,4,1240.0,1,12,495669.0,368737.0,-0.5690470000000001,53.207102,32,3,4,352.0,0.0,0.0,1,1,19,4,0,0,9,4,1
2,17,2,0,0,0,38,7,493.0,1,2,401570.0,333864.0,-1.978104,52.902212,21,2,1,251.0,121.0,0.0,2,1,38,7,0,0,17,7,0
2,9,18,0,0,0,22,5,1390.0,1,8,344546.0,164769.0,-2.798168,51.37925,52,2,2,605.0,370.0,0.0,1,1,35,6,0,0,9,5,1
2,9,18,0,0,0,25,5,1461.0,2,1,509270.0,220845.0,-0.41412,51.87548,40,2,1,421.0,0.0,0.0,1,1,33,6,0,0,9,2,1
1,9,18,0,0,0,36,7,1397.0,1,6,353820.0,430530.0,-2.702098,53.769054,4,1,1,79.0,0.0,0.0,1,1,8,2,9,8,0,1,0
1,3,13,0,4,0,19,4,125.0,1,2,517140.0,188740.0,-0.310643,51.585351,1,3,1,28.0,0.0,4006.0,1,1,19,4,0,0,3,8,0
1,9,9,0,0,0,22,5,2979.0,1,13,571065.0,204905.0,0.474932,51.716785,42,2,2,454.0,0.0,0.0,2,2,47,8,0,0,9,8,0
1,21,4,0,0,0,53,8,12740.0,2,2,427948.0,562365.0,-1.565127,54.95515,10,2,4,146.0,184.0,6032.0,2,4,62,9,0,0,9,3,0
1,9,18,0,0,0,25,5,998.0,1,12,485679.0,235722.0,-0.753008,52.013322,43,2,3,479.0,129.0,0.0,1,3,28,6,0,0,9,3,1
1,11,4,0,0,0,36,7,6692.0,2,6,524930.0,181760.0,-0.20074,51.52095,1,1,1,1.0,4207.0,0.0,1,1,4,1,0,0,11,1,0
1,9,18,0,10,1,27,6,1198.0,1,12,405900.0,286220.0,-1.914568,52.47388100000001,20,2,5,300.0,0.0,0.0,1,4,31,6,0,0,9,1,1
1,9,1,0,0,0,42,7,1560.0,2,9,332998.0,161257.0,-2.9634080000000003,51.346427,52,2,3,605.0,0.0,0.0,1,3,3,1,0,0,9,3,0
1,9,4,0,0,0,71,10,1339.0,8,9,403240.0,92680.0,-1.955455,50.733726,55,2,1,643.0,3068.0,0.0,2,1,34,6,0,0,1,10,1
2,9,17,0,0,0,61,9,1390.0,1,3,523286.0,234658.0,-0.205676,51.99669,41,2,3,433.0,89.0,112.0,1,1,61,9,0,0,9,9,1
1,9,5,0,0,0,50,8,1149.0,1,12,399950.0,300160.0,-2.002171,52.599231,20,2,3,307.0,0.0,0.0,2,1,32,6,0,0,9,2,0
1,9,9,0,0,0,61,9,1995.0,2,7,513050.0,177000.0,-0.373415,51.480669,1,2,1,25.0,0.0,3063.0,2,1,10,2,0,0,9,6,1
2,9,18,0,0,0,28,6,1598.0,1,5,472853.0,260478.0,-0.934561,52.237682,34,2,1,384.0,4500.0,0.0,2,1,28,6,0,0,9,7,1
1,9,18,0,0,0,46,8,1968.0,2,1,525580.0,178980.0,-0.192365,51.495823,1,2,2,12.0,0.0,0.0,2,2,62,9,0,0,8,3,0
1,9,18,0,0,0,31,6,998.0,1,1,412020.0,278860.0,-1.824732,52.407616,20,1,1,306.0,34.0,0.0,1,1,56,9,4,1,0,2,0
2,9,5,0,0,0,34,6,2497.0,1,9,461056.0,393142.0,-1.082508,53.431537,14,3,4,211.0,631.0,6463.0,2,3,22,5,0,0,9,2,0
2,9,4,0,0,0,45,7,1598.0,1,7,371340.0,308900.0,-2.425326,52.677037,22,2,2,284.0,0.0,0.0,2,1,45,7,0,0,9,8,1
2,9,5,0,0,0,51,8,1753.0,2,5,404450.0,242040.0,-1.936483,52.076705,22,2,1,277.0,46.0,0.0,1,1,31,6,0,0,3,5,0
1,9,18,0,0,0,73,10,1198.0,1,11,248996.0,54956.0,-4.124968,50.375068,50,2,1,583.0,0.0,0.0,2,1,24,5,0,0,9,4,1
1,9,18,0,0,0,64,9,1994.0,2,8,334418.0,161250.0,-2.943021,51.34653,52,3,4,605.0,370.0,370.0,1,3,95,11,0,0,9,4,0
2,9,4,0,0,0,26,6,1242.0,1,2,520260.0,192890.0,-0.26421,51.621991,1,2,3,30.0,41.0,0.0,2,1,26,6,0,0,9,8,1
1,9,3,0,0,0,29,6,2143.0,2,3,539100.0,182030.0,0.003476,51.520068,1,2,1,17.0,0.0,0.0,1,1,29,6,0,0,9,4,0
4,9,18,0,0,0,70,10,2401.0,2,13,436870.0,352130.0,-1.451243,53.065147,30,5,5,320.0,610.0,0.0,1,1,45,7,0,0,11,2,0
1,9,16,0,0,0,27,6,1149.0,1,14,415566.0,560904.0,-1.758546,54.942559,10,2,4,146.0,305.0,0.0,2,3,31,6,0,0,19,3,0
1,9,9,0,0,0,20,4,1242.0,1,11,540410.0,184990.0,0.023523,51.546342,1,2,1,17.0,118.0,0.0,1,1,20,4,0,0,9,3,1
2,9,9,0,0,0,30,6,1598.0,1,14,524660.0,178220.0,-0.205879,51.489196,1,2,1,11.0,317.0,0.0,1,1,23,5,0,0,3,9,0
1,21,17,0,0,0,29,6,10518.0,2,7,398608.0,92732.0,-2.021089,50.7342,55,2,1,643.0,0.0,0.0,2,1,33,6,0,0,9,5,0
1,9,7,0,0,0,26,6,1560.0,2,5,478833.0,356986.0,-0.82395,53.104255,31,2,2,345.0,616.0,6325.0,2,1,43,7,0,0,9,8,1
2,9,3,0,0,0,54,8,1198.0,1,3,480281.0,282725.0,-0.8205020000000001,52.436613,34,2,1,383.0,576.0,0.0,2,1,54,8,0,0,9,5,1
2,9,9,0,0,0,55,8,1242.0,1,8,360890.0,408750.0,-2.59209,53.573883,6,2,2,114.0,5239.0,0.0,1,2,35,6,0,0,4,7,0
1,9,7,0,0,0,33,6,2982.0,2,7,495248.0,307699.0,-0.5932470000000001,52.658658,33,2,3,368.0,8325.0,8326.0,2,2,38,7,0,0,9,9,0
1,9,18,0,0,0,42,7,1461.0,2,13,358739.0,167344.0,-2.594553,51.40361400000001,52,2,2,601.0,0.0,0.0,2,2,33,6,0,0,9,1,0
1,9,18,0,0,0,19,4,1598.0,1,8,527280.0,176290.0,-0.1688579999999999,51.471268,1,2,1,10.0,3205.0,0.0,1,1,19,4,0,0,9,9,0
1,9,9,0,0,0,48,8,1240.0,1,12,417255.0,416501.0,-1.740464,53.644737,13,2,1,203.0,629.0,0.0,2,1,27,6,0,0,3,5,1
1,9,14,0,0,0,25,5,1686.0,2,1,506567.0,434675.0,-0.38356,53.797476,16,2,4,231.0,1079.0,0.0,1,1,25,5,0,0,9,7,1
2,9,18,0,0,0,32,6,998.0,1,6,417134.0,500920.0,-1.7375650000000002,54.403459,12,2,1,184.0,1303.0,1302.0,1,1,47,8,0,0,9,7,1
2,9,4,0,0,0,42,7,1951.0,2,11,460643.0,405682.0,-1.086305,53.544285,14,4,3,211.0,18.0,0.0,4,3,6,2,0,0,9,2,0
1,9,8,0,0,0,33,6,995.0,1,5,412212.0,432071.0,-1.816139,53.784822,13,1,1,200.0,0.0,0.0,1,1,34,6,5,1,0,5,1
2,9,3,0,0,0,54,8,1685.0,2,3,485148.0,277913.0,-0.75015,52.39262700000001,34,3,3,383.0,14.0,0.0,1,2,50,8,0,0,9,9,1
1,9,18,0,0,4,31,6,2198.0,1,9,512549.0,442071.0,-0.290079,53.862663,16,1,1,231.0,165.0,0.0,1,1,31,6,0,0,9,6,0
3,9,18,0,0,0,27,6,1461.0,2,9,484375.0,443541.0,-0.717947,53.88121,16,3,2,231.0,1079.0,0.0,1,1,27,6,0,0,9,8,1
2,9,3,0,0,0,46,8,1242.0,1,15,354628.0,395176.0,-2.684678,53.45137800000001,5,3,4,92.0,572.0,0.0,2,2,40,7,0,0,9,2,0
2,3,18,0,0,0,28,6,96.0,1,6,526750.0,182550.0,-0.174238,51.527645,1,2,1,1.0,5205.0,507.0,2,1,28,6,0,0,3,3,1
1,9,18,0,0,0,93,11,1198.0,1,4,488313.0,441246.0,-0.6587189999999999,53.859934,16,2,1,231.0,0.0,0.0,1,1,93,11,0,0,9,6,1
2,9,3,0,0,0,26,6,1399.0,2,4,640371.0,310430.0,1.551174,52.63833,36,3,3,401.0,875.0,0.0,1,1,31,6,0,0,9,6,1
2,9,18,0,0,0,29,6,1686.0,2,5,376767.0,206609.0,-2.338002,51.757681,53,2,3,624.0,38.0,4071.0,1,1,82,11,0,0,9,9,0
1,9,3,0,0,0,19,4,1598.0,2,3,532550.0,192500.0,-0.086927,51.615729,1,3,1,32.0,10.0,10.0,1,1,20,4,0,0,9,1,1
1,9,5,0,0,0,31,6,1783.0,1,12,489856.0,254898.0,-0.687112,52.18502,43,2,1,479.0,428.0,509.0,1,1,31,6,0,0,9,3,1
1,9,18,0,0,0,20,4,1596.0,1,17,349196.0,175557.0,-2.732913,51.476679,52,2,3,605.0,369.0,0.0,1,1,20,4,0,0,9,9,0
2,9,4,0,0,0,25,5,1598.0,1,10,461281.0,312492.0,-1.094452,52.706636,33,3,2,362.0,46.0,0.0,2,1,25,5,0,0,9,7,1
1,9,10,0,0,0,29,6,1242.0,1,6,518530.0,185640.0,-0.291634,51.557199,1,2,1,28.0,4089.0,4089.0,1,1,29,6,0,0,9,5,1
2,9,18,0,0,0,35,6,1248.0,2,2,419379.0,182950.0,-1.721941,51.545116,54,3,3,633.0,419.0,419.0,1,1,81,11,0,0,9,10,1
3,9,18,0,0,0,49,8,1461.0,2,3,560865.0,180136.0,0.316057,51.497278,42,3,3,462.0,1012.0,0.0,2,1,27,6,0,0,9,5,1
3,9,18,0,4,0,22,5,1400.0,1,16,374370.0,429880.0,-2.3902810000000003,53.764633,4,3,3,75.0,65.0,0.0,3,3,22,5,0,0,9,10,1
3,9,18,0,0,0,52,8,1108.0,1,12,452538.0,329764.0,-1.221072,52.862805,31,3,2,347.0,0.0,0.0,3,2,52,8,0,0,9,5,1
1,9,5,0,0,0,19,4,998.0,1,9,415501.0,141631.0,-1.77965,51.17371,54,2,3,635.0,345.0,350.0,2,3,34,6,0,0,19,5,1
3,9,4,0,0,0,41,7,1368.0,1,4,503190.0,305140.0,-0.476671,52.63421,35,3,3,394.0,1.0,0.0,3,2,41,7,0,0,9,8,1
1,9,4,0,0,0,32,6,1796.0,1,8,539920.0,177170.0,0.013361,51.476194,1,2,1,6.0,210.0,0.0,1,1,32,6,0,0,9,3,1
1,9,9,0,0,0,87,11,1198.0,1,2,638516.0,277039.0,1.499922,52.339529,37,2,1,416.0,144.0,1123.0,2,1,63,9,0,0,1,8,1
2,9,9,0,0,0,57,9,1679.0,1,15,410900.0,291170.0,-1.840798,52.51830500000001,20,2,1,300.0,4040.0,0.0,1,1,32,6,0,0,3,1,0
2,9,10,0,0,0,57,9,1596.0,1,12,335485.0,393652.0,-2.972582,53.43568199999999,5,2,1,91.0,0.0,59.0,1,1,23,5,0,0,8,2,0
2,9,18,0,0,0,49,8,1598.0,2,1,458832.0,414365.0,-1.111998,53.62252700000001,14,2,1,211.0,0.0,0.0,1,1,20,4,0,0,9,7,0
2,9,18,0,0,0,36,7,1248.0,2,8,612417.0,277215.0,1.11756,52.351829,37,2,2,413.0,0.0,0.0,2,2,36,7,0,0,9,9,1
2,9,4,9,0,0,54,8,1995.0,2,6,508775.0,222006.0,-0.420942,51.886011,40,3,4,421.0,6.0,0.0,3,3,22,5,0,0,9,5,1
2,9,18,0,0,0,23,5,1498.0,1,8,468192.0,259289.0,-1.003044,52.22759,34,2,1,385.0,1.0,0.0,2,1,23,5,0,0,9,1,1
2,9,18,0,0,0,24,5,1995.0,2,5,441821.0,404777.0,-1.3704459999999998,53.537984,14,2,2,210.0,635.0,0.0,1,1,60,9,0,0,9,5,0
1,9,18,0,0,0,34,6,1242.0,1,12,395670.0,295720.0,-2.065302,52.559298,20,2,4,309.0,4163.0,0.0,1,2,31,6,0,0,9,4,0
2,9,5,0,0,0,47,8,1124.0,1,11,385180.0,254130.0,-2.218183,52.185215,22,2,1,276.0,38.0,0.0,2,1,47,8,0,0,9,5,1
2,21,17,0,0,0,39,7,5880.0,2,17,388110.0,410760.0,-2.18111,53.593279,6,2,1,106.0,664.0,0.0,1,1,28,6,0,0,9,4,0
1,9,5,0,0,0,33,6,796.0,1,9,400890.0,297080.0,-1.9883,52.571542,20,1,1,307.0,0.0,0.0,1,1,9,2,5,2,0,3,1
2,9,18,0,0,0,45,7,1598.0,1,3,424312.0,560947.0,-1.62202,54.942597,10,2,3,146.0,4125.0,4125.0,1,3,36,7,0,0,9,6,1
4,9,3,0,0,0,65,9,2494.0,1,13,463386.0,304465.0,-1.064843,52.63424300000001,33,5,3,364.0,47.0,1097.0,2,2,68,10,0,0,9,1,0
2,9,17,0,0,0,35,6,1560.0,2,5,617681.0,313267.0,1.218299,52.673363,36,2,2,401.0,162.0,0.0,1,1,19,4,0,0,9,4,1
1,9,8,0,0,0,37,7,1198.0,1,2,511390.0,190110.0,-0.393166,51.598829,1,2,1,29.0,404.0,404.0,2,1,35,6,0,0,9,6,0
1,9,18,0,0,0,22,5,1198.0,1,4,459170.0,402871.0,-1.109062,53.51919,14,2,3,211.0,18.0,18.0,1,2,24,5,0,0,9,8,1
2,9,2,0,0,0,17,4,998.0,1,7,288450.0,59551.0,-3.571742,50.42519,50,6,1,587.0,0.0,0.0,1,1,24,5,0,0,9,6,1
1,9,18,0,0,0,51,8,1596.0,1,4,534090.0,192430.0,-0.064725,51.614735,1,2,2,32.0,406.0,1010.0,2,2,37,7,0,0,5,3,0
1,9,9,0,0,0,71,10,1598.0,1,14,332274.0,161698.0,-2.9738860000000003,51.350306,52,2,1,605.0,0.0,0.0,2,1,35,6,0,0,1,5,1
3,19,4,0,0,0,21,5,1560.0,2,2,343331.0,383872.0,-2.852736,53.348687,5,4,4,91.0,561.0,0.0,2,2,21,5,0,0,9,1,0
2,11,5,0,0,0,30,6,6700.0,2,4,535820.0,184510.0,-0.042814,51.543151,1,2,5,4.0,106.0,113.0,1,2,1,1,0,0,11,2,0
1,9,18,0,0,2,35,6,1992.0,2,7,529520.0,272330.0,-0.100565,52.333775,35,1,3,393.0,1123.0,0.0,1,3,8,2,0,0,9,9,1
1,9,18,0,0,0,22,5,998.0,1,1,397797.0,311599.0,-2.034039,52.702059,21,2,3,250.0,29.0,56.0,1,2,22,5,0,0,9,9,1
1,9,18,0,0,0,35,6,1242.0,1,11,476772.0,171428.0,-0.8969159999999999,51.436658,43,2,2,475.0,329.0,3270.0,1,1,35,6,0,0,9,3,0
1,9,3,0,0,0,35,6,1910.0,2,8,338555.0,389620.0,-2.92559,53.399812,5,3,2,91.0,5179.0,5179.0,2,2,26,6,0,0,9,1,0
2,9,7,0,0,0,47,8,1596.0,1,13,452608.0,340984.0,-1.218219,52.963649,31,2,2,346.0,0.0,0.0,2,2,47,8,0,0,9,1,1
1,19,9,0,0,0,50,8,2402.0,2,11,540000.0,184820.0,0.017547,51.544916,1,2,2,17.0,118.0,0.0,2,2,49,8,0,0,9,2,1
1,19,18,0,0,0,52,8,2198.0,2,1,343241.0,392885.0,-2.855711,53.42968199999999,5,1,1,90.0,526.0,0.0,1,1,31,6,8,7,0,1,0
2,9,18,0,0,0,28,6,1590.0,1,20,248642.0,56835.0,-4.1307,50.391864,50,2,1,583.0,0.0,0.0,1,1,28,6,0,0,9,8,1
2,9,18,0,0,0,46,8,1685.0,2,4,518940.0,185390.0,-0.285808,51.554866,1,2,2,28.0,4557.0,0.0,2,2,46,8,0,0,9,7,1
1,8,18,0,0,0,54,8,2664.0,2,15,358719.0,171592.0,-2.595337,51.441807,52,2,2,601.0,38.0,0.0,2,1,75,10,0,0,11,8,0
4,9,18,0,0,0,32,6,1299.0,1,7,419112.0,432646.0,-1.711383,53.78978299999999,13,4,6,200.0,0.0,0.0,2,2,14,3,0,0,9,7,1
2,9,4,0,0,0,48,8,1360.0,1,7,437445.0,405402.0,-1.436396,53.54393,14,2,2,210.0,633.0,0.0,2,1,48,8,0,0,9,1,1
2,9,18,0,0,0,55,8,1368.0,1,6,494896.0,427875.0,-0.562774,53.738634,16,2,2,231.0,63.0,0.0,2,2,55,8,0,0,9,1,0
1,9,16,0,0,0,74,10,1582.0,2,4,332200.0,514870.0,-3.049046,54.524559,3,2,5,60.0,591.0,0.0,2,2,27,6,0,0,9,4,0
2,9,18,0,0,0,28,6,1399.0,2,5,497924.0,342545.0,-0.543265,52.971328,32,4,1,353.0,6403.0,433.0,2,1,28,6,0,0,9,9,1
2,9,18,0,0,0,73,10,1997.0,1,2,456964.0,341860.0,-1.15322,52.971079,31,2,1,346.0,60.0,0.0,2,1,73,10,0,0,9,9,1
2,3,17,0,0,0,17,4,125.0,1,1,373753.0,192634.0,-2.380611,51.631899,53,2,2,624.0,4062.0,4058.0,2,2,17,4,0,0,3,4,0
1,9,17,0,0,0,33,6,1360.0,1,14,374250.0,239970.0,-2.3769720000000003,52.057508,22,2,2,285.0,449.0,0.0,2,2,38,7,0,0,9,7,1
1,9,18,0,0,0,46,8,1973.0,1,17,546200.0,172820.0,0.101928,51.435521,1,1,1,18.0,222.0,222.0,1,1,14,3,1,1,0,9,1
1,9,3,0,0,0,46,8,1198.0,1,3,542500.0,184820.0,0.053575,51.544291,1,2,2,17.0,0.0,0.0,1,1,46,8,0,0,9,4,1
1,9,2,0,0,0,41,7,1997.0,2,14,479950.0,353197.0,-0.80821,53.070037,31,2,1,345.0,0.0,0.0,2,1,68,10,0,0,1,1,1
1,9,18,0,0,0,44,7,1997.0,1,2,534940.0,212910.0,-0.044535,51.798564,41,2,1,432.0,414.0,414.0,2,1,73,10,0,0,9,9,1
3,9,18,0,0,0,50,8,1596.0,1,12,366436.0,154477.0,-2.482689,51.288431,52,3,1,611.0,362.0,0.0,2,1,18,4,0,0,9,10,0
1,9,18,0,10,11,48,8,1796.0,1,8,474485.0,455426.0,-0.865469,53.98952,16,3,1,231.0,0.0,0.0,1,1,48,8,0,0,9,10,0
2,9,18,0,0,0,22,5,1998.0,2,10,401792.0,298986.0,-1.974982,52.588674,20,2,3,307.0,4148.0,461.0,2,3,10,2,0,0,9,1,0
1,9,18,0,0,0,21,5,1781.0,1,17,484234.0,238473.0,-0.773381,52.038271,43,2,1,479.0,1098.0,1098.0,2,1,46,8,0,0,9,8,0
1,9,17,0,0,10,38,7,1149.0,1,16,451365.0,277772.0,-1.246561,52.39556500000001,23,1,1,292.0,0.0,0.0,1,1,38,7,0,0,9,9,1
1,9,4,0,0,0,35,6,1560.0,2,5,532320.0,192570.0,-0.090221,51.616412,1,2,2,32.0,406.0,0.0,1,1,35,6,0,0,9,3,1
2,9,3,0,0,0,19,4,1595.0,1,10,414143.0,415826.0,-1.787568,53.638763,13,3,3,203.0,616.0,0.0,2,1,19,4,0,0,9,1,0
2,9,18,0,0,0,43,7,1328.0,1,9,500518.0,260388.0,-0.529586,52.232523,40,2,2,420.0,6.0,0.0,2,2,43,7,0,0,9,8,1
1,9,18,0,10,4,19,4,1796.0,1,8,247083.0,58735.0,-4.15339,50.408535,50,1,1,583.0,0.0,0.0,1,1,19,4,0,0,9,4,0
2,9,18,0,0,0,25,5,1198.0,1,1,535860.0,177650.0,-0.044879,51.481496,1,2,1,7.0,0.0,0.0,1,1,49,8,0,0,9,6,1
1,9,18,0,0,0,18,4,998.0,1,9,245618.0,127860.0,-4.202938,51.029316,50,2,2,588.0,39.0,0.0,2,2,59,9,0,0,9,5,1
1,19,18,0,0,0,44,7,1686.0,2,13,534590.0,191320.0,-0.057933,51.604641,1,1,1,31.0,0.0,0.0,1,1,62,9,1,1,0,1,0
1,9,9,0,0,0,27,6,1560.0,2,8,437053.0,265209.0,-1.45826,52.283779,23,3,3,294.0,4455.0,0.0,1,2,25,5,0,0,9,6,0
2,9,17,0,0,0,53,8,1598.0,2,4,447332.0,242034.0,-1.310817,52.074655,43,2,1,481.0,361.0,0.0,2,1,53,8,0,0,9,7,0
3,9,3,0,0,0,50,8,1560.0,2,2,427613.0,557033.0,-1.570868,54.907255000000006,10,3,1,146.0,1.0,0.0,2,1,63,9,0,0,9,8,1
1,9,18,0,0,0,22,5,1499.0,1,9,457745.0,343725.0,-1.14126,52.98775799999999,31,2,5,343.0,60.0,0.0,1,1,22,5,0,0,9,4,0
1,9,9,0,0,0,39,7,1997.0,1,11,490787.0,274031.0,-0.6683560000000001,52.356832,34,2,2,383.0,6.0,4.0,1,1,39,7,0,0,9,7,1
1,19,9,0,0,0,44,7,1598.0,2,1,421036.0,529650.0,-1.675418,54.661501,11,2,3,169.0,188.0,689.0,2,2,85,11,0,0,11,4,0
1,98,11,0,0,0,34,6,6692.0,2,7,482961.0,240993.0,-0.791324,52.061114,43,2,1,479.0,9006.0,0.0,2,1,67,10,0,0,9,4,0
2,5,18,0,0,0,54,8,1157.0,1,14,392996.0,223521.0,-2.103224,51.910177,53,2,1,620.0,9040.0,759.0,2,1,54,8,0,0,5,10,0
2,3,13,0,0,0,34,6,125.0,1,9,518320.0,175390.0,-0.298099,51.465122,1,2,1,24.0,316.0,0.0,2,1,34,6,0,0,3,6,0
3,21,18,0,0,0,42,7,12130.0,2,16,447940.0,353247.0,-1.285893,53.074311,31,3,4,340.0,1.0,0.0,1,2,7,2,0,0,9,3,0
5,9,3,0,0,0,17,4,1248.0,2,8,242029.0,59918.0,-4.224958,50.417828,50,5,5,596.0,38.0,0.0,1,3,34,6,0,0,9,5,0
2,9,18,0,0,0,48,8,1560.0,2,3,497279.0,370387.0,-0.544447,53.221637,32,2,1,352.0,1262.0,0.0,2,1,29,6,0,0,9,3,1
3,9,3,0,0,0,43,7,1598.0,1,4,424248.0,579993.0,-1.6214110000000002,55.113746,10,4,3,139.0,192.0,0.0,2,3,56,9,0,0,9,3,1
2,9,18,0,0,1,24,5,1240.0,1,12,415563.0,186686.0,-1.776804,51.578825,54,2,2,633.0,0.0,416.0,1,1,40,7,0,0,9,5,1
2,9,4,0,0,0,56,9,1598.0,2,4,454549.0,285008.0,-1.198595,52.460303,33,2,2,363.0,426.0,6.0,2,2,56,9,0,0,9,9,1
1,9,17,0,0,11,22,5,1242.0,1,8,390568.0,205407.0,-2.138021,51.747279,53,1,3,624.0,200.0,200.0,1,1,22,5,0,0,9,10,0
2,9,4,0,0,0,25,5,1242.0,1,12,544330.0,186360.0,0.080578,51.557664,1,2,2,14.0,0.0,0.0,1,1,47,8,0,0,9,3,1
2,5,18,0,0,0,34,6,883.0,1,1,528830.0,181660.0,-0.144596,51.519176,1,2,1,1.0,4201.0,0.0,2,1,34,6,0,0,5,3,1
2,11,18,0,0,0,25,5,7300.0,2,8,386100.0,421810.0,-2.211976,53.692548,4,2,2,82.0,0.0,0.0,2,2,25,5,0,0,11,1,0
1,9,18,0,0,0,40,7,1997.0,2,11,548810.0,186580.0,0.145247,51.558478,1,3,3,16.0,0.0,0.0,1,1,40,7,0,0,9,3,0
4,9,17,0,0,0,43,7,1595.0,2,5,549010.0,223410.0,0.163875,51.889333,41,4,4,432.0,120.0,0.0,1,1,26,6,0,0,9,7,1
1,9,18,0,0,0,45,7,1229.0,1,8,331940.0,437220.0,-3.035479,53.82677,4,1,2,71.0,586.0,0.0,1,2,21,5,1,1,0,1,1
2,9,3,0,0,0,54,8,1596.0,1,6,422245.0,569335.0,-1.6536380000000002,55.01806800000001,10,2,1,147.0,1.0,0.0,2,1,54,8,0,0,9,3,1
1,9,18,0,0,0,29,6,1798.0,1,2,465876.0,339542.0,-1.021006,52.949226,31,3,2,347.0,52.0,0.0,2,1,50,8,0,0,9,8,0
1,19,18,0,0,0,40,7,1560.0,2,2,534520.0,189870.0,-0.059499,51.591628,1,2,3,31.0,1055.0,0.0,2,3,26,6,0,0,19,3,0
1,9,18,0,9,10,18,4,1360.0,1,11,443411.0,384261.0,-1.34928,53.353459,14,1,3,215.0,57.0,412.0,1,2,18,4,0,0,9,6,1
1,9,6,0,0,0,27,6,1598.0,1,11,386307.0,350182.0,-2.205712,53.048722,21,2,2,257.0,0.0,0.0,2,2,52,8,0,0,9,4,1
2,9,10,0,0,0,54,8,1242.0,1,3,473634.0,265299.0,-0.922076,52.280913,34,2,1,381.0,5199.0,0.0,2,1,54,8,0,0,9,9,1
1,9,7,0,0,0,55,8,999.0,1,1,401525.0,91350.0,-1.979761,50.721773,55,1,1,643.0,3093.0,0.0,1,1,1,1,5,1,0,4,0
2,19,9,0,0,0,28,6,2198.0,2,4,416612.0,188164.0,-1.761597,51.592084,54,2,1,633.0,4006.0,4006.0,1,1,15,3,0,0,1,10,0
1,9,18,0,0,0,29,6,1679.0,1,15,410610.0,280570.0,-1.845405,52.423018,20,2,2,300.0,0.0,0.0,1,1,29,6,0,0,9,1,1
1,9,13,0,0,11,37,7,1248.0,2,1,384833.0,456290.0,-2.232879,54.002412,12,2,2,180.0,682.0,0.0,2,1,34,6,0,0,9,6,0
5,9,4,0,0,0,41,7,1560.0,2,1,247950.0,54241.0,-4.139379,50.368373,50,5,2,583.0,0.0,0.0,4,2,59,9,0,0,9,9,1
1,9,17,0,0,9,51,8,1299.0,1,16,441840.0,373640.0,-1.374277,53.258122,30,1,1,322.0,325.0,0.0,1,1,51,8,0,0,9,4,0
2,20,18,0,0,0,37,7,9290.0,2,4,497657.0,272724.0,-0.567893,52.343907,34,3,3,382.0,45.0,0.0,1,1,24,5,0,0,9,5,0
1,9,4,0,10,0,58,9,1798.0,8,3,287194.0,70617.0,-3.592757,50.524428,50,1,2,585.0,380.0,0.0,1,1,58,9,0,0,9,9,0
2,9,18,0,0,0,45,7,1991.0,2,7,438131.0,384845.0,-1.4285290000000002,53.359114,14,2,3,215.0,6102.0,6135.0,1,1,30,6,0,0,9,1,1
1,9,9,0,0,0,32,6,1198.0,1,13,432173.0,426122.0,-1.513816,53.730507,13,2,2,204.0,1.0,62.0,1,1,32,6,0,0,9,1,1
2,9,18,0,0,0,28,6,1560.0,2,10,469507.0,234004.0,-0.988949,52.000136,43,3,3,476.0,422.0,0.0,2,3,25,5,0,0,9,1,0
2,9,4,0,0,0,31,6,1360.0,1,14,349509.0,394348.0,-2.76162,53.44347,5,3,1,92.0,58.0,0.0,2,1,8,2,0,0,9,1,1
1,9,4,0,0,0,69,10,2495.0,2,26,629504.0,295951.0,1.380855,52.51309499999999,36,2,1,406.0,1332.0,0.0,2,1,64,9,0,0,9,5,0
1,9,18,0,0,0,30,6,1395.0,1,1,506009.0,225073.0,-0.460173,51.914108,40,2,1,421.0,0.0,0.0,2,1,8,2,0,0,1,2,0
1,9,18,0,0,0,54,8,1598.0,1,7,514460.0,184900.0,-0.350557,51.551388,1,1,1,27.0,0.0,0.0,1,1,65,9,5,2,0,5,1
2,9,18,0,0,0,22,5,1368.0,1,5,446906.0,399799.0,-1.29447,53.492814,14,2,4,211.0,6023.0,6023.0,1,4,30,6,0,0,9,1,0
1,9,18,0,0,0,31,6,1497.0,1,12,408100.0,289320.0,-1.882105,52.501722,20,1,1,300.0,4132.0,0.0,1,1,32,6,1,3,0,1,0
2,9,9,0,0,0,29,6,1598.0,1,9,415366.0,268062.0,-1.776037,52.310458,23,2,2,293.0,3400.0,0.0,2,2,29,6,0,0,9,7,0
1,9,18,0,0,1,21,5,2295.0,1,13,333310.0,160398.0,-2.958768,51.338741,52,1,1,605.0,370.0,370.0,1,1,21,5,0,0,9,6,1
