f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,label
81,115,76,71,94,1,2,0,1,13,34,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,112,76,71,94,0,0,25,24,0,0,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0
64,77,76,71,94,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,91,76,78,153,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,20,16,0
126,98,76,71,94,0,0,37,25,2,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,87,76,71,94,0,62,0,4,5,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,80,79,72,94,1,12,10,0,48,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
86,93,76,71,94,5,42,2,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,86,76,71,94,0,0,0,23,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,91,85,73,94,0,2,0,0,3,61,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,1
27,109,76,71,94,0,0,3,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,71,94,28,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,106,76,71,94,1,1,0,0,0,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,77,76,71,94,0,5,44,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,81,78,71,94,0,0,55,24,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1
35,81,80,71,94,0,0,10,10,0,1,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
56,80,81,71,94,14,32,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,1
76,81,76,71,94,1,1,0,25,37,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,133,79,71,94,0,0,44,19,0,0,0,0,52,7,0,0,0,0,0,0,0,0,0,0,0,0
79,77,79,76,94,19,44,3,2,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1
58,77,76,71,95,14,32,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
76,77,79,72,94,2,40,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
67,109,78,72,94,0,0,0,0,0,48,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
102,110,76,71,94,1,2,0,3,15,81,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,90,114,94,44,19,2,4,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0
71,77,78,78,95,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1
72,84,81,72,94,0,0,0,0,55,7,6,0,0,0,4,3,0,0,0,0,1,0,0,0,0,1
13,77,95,119,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,2,0,0,0,0,0
59,127,105,71,94,1,1,37,9,0,0,0,0,0,57,17,0,0,0,0,0,0,0,0,0,0,0
90,101,76,71,94,0,0,12,50,0,0,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,77,76,71,94,44,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,112,106,71,94,5,8,3,0,55,7,0,0,0,21,37,0,0,0,0,0,0,0,0,0,0,0
35,80,83,71,94,0,0,0,21,2,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1
19,81,142,75,102,0,0,0,0,7,0,0,0,0,0,0,17,40,0,0,0,0,0,5,2,0,0
46,86,200,114,94,0,0,0,0,6,40,0,0,0,0,0,0,28,108,5,0,0,0,0,0,0,0
76,95,80,71,94,1,2,0,2,12,67,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1
102,77,76,71,94,0,33,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,107,0,1,1,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
59,95,78,71,94,0,1,1,18,28,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,1
67,95,76,71,94,0,2,1,2,1,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,109,89,71,94,0,0,37,56,31,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0
132,77,76,71,94,0,0,0,51,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,86,79,71,94,0,0,17,4,12,36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
128,79,76,73,102,50,12,0,0,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
89,105,76,71,94,0,2,1,0,9,81,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,90,76,71,94,0,1,3,1,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,77,76,71,94,0,0,0,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,85,76,71,94,0,0,1,1,30,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,95,78,71,94,0,0,0,2,3,16,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
101,107,76,72,95,51,13,0,0,0,0,59,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,84,76,71,98,0,0,0,0,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
54,109,76,127,96,0,0,0,0,0,21,56,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0
74,77,76,120,146,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,14,0,0
73,119,96,71,94,0,0,57,6,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0
130,77,76,71,94,47,55,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,120,76,71,94,0,0,2,0,60,2,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,77,76,71,94,0,0,16,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,99,76,71,94,0,0,4,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,137,145,71,94,0,1,2,0,0,0,0,0,0,51,29,36,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,2,1,31,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,114,113,71,94,1,0,0,2,9,38,0,0,0,0,56,2,0,0,0,0,0,0,0,0,0,0
148,87,78,71,94,23,23,6,56,5,41,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
57,82,76,72,94,0,0,5,1,25,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
66,128,76,71,94,37,12,1,0,0,0,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0
58,77,76,71,94,37,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,77,155,83,94,79,0,0,0,0,0,0,0,0,0,0,0,39,31,0,0,0,0,0,0,0,0
122,77,76,71,94,0,100,9,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,94,0,31,31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,83,164,73,94,0,0,0,0,18,28,0,0,0,0,0,0,66,5,0,0,0,0,0,0,0,0
117,77,76,71,94,3,5,41,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,200,83,71,94,1,0,0,0,0,4,2,0,113,21,0,0,0,0,0,0,0,0,0,0,0,0
98,96,85,71,94,1,1,0,0,37,70,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1
133,77,76,71,94,9,78,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,100,76,81,113,0,24,55,0,0,29,32,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0
65,114,76,71,94,0,3,0,0,20,25,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,77,76,71,94,0,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,78,78,71,94,0,0,0,25,39,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
84,77,76,71,94,0,0,46,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,77,76,71,94,0,19,44,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,82,77,71,94,0,12,50,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1
59,149,97,71,94,0,0,3,0,0,60,1,0,9,65,0,0,0,0,0,0,0,0,0,0,0,0
61,91,76,71,94,0,2,1,0,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,79,163,0,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0
67,113,76,71,94,0,0,0,15,34,1,1,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0
40,97,81,77,94,1,2,0,0,0,9,37,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1
94,77,76,71,94,0,0,63,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,85,79,71,94,0,0,0,14,50,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
19,77,84,120,94,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0
97,96,77,71,94,0,0,28,18,0,50,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
81,144,114,71,94,9,37,5,1,0,0,19,41,0,0,54,4,0,0,0,0,0,0,0,0,0,0
14,92,130,71,94,0,0,0,0,0,1,2,0,0,0,2,55,0,0,0,0,0,0,0,0,0,0
115,77,76,73,95,31,31,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
83,93,76,71,94,1,8,0,1,14,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,79,76,71,94,0,32,58,10,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,118,76,71,94,0,0,0,0,0,45,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,0,37,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,102,76,71,94,0,28,18,0,0,0,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,78,76,71,94,0,0,1,18,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,71,94,2,1,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,78,129,74,94,0,0,0,0,0,0,0,0,0,2,1,0,38,4,0,1,0,0,0,0,0,0
64,77,76,72,95,0,0,3,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
73,84,79,71,94,0,0,0,25,37,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
80,77,76,71,94,6,56,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,132,76,71,94,0,0,1,2,0,0,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,93,76,71,94,9,37,0,3,0,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,77,76,71,94,0,0,5,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,117,76,71,94,0,0,0,0,0,1,4,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
58,95,76,81,95,0,0,0,1,2,53,11,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1
56,127,110,71,94,0,0,0,0,3,45,17,0,0,8,50,0,0,0,0,0,0,0,0,0,0,0
60,108,109,71,94,1,47,0,0,1,0,0,0,0,13,45,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,25,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,82,76,71,94,0,0,1,46,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
124,82,76,71,94,62,0,0,0,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,92,82,71,94,0,0,0,32,16,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,1
69,121,80,71,94,0,0,0,0,48,17,0,0,32,12,0,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,0,25,37,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,102,109,71,94,0,0,0,5,95,8,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,0
15,151,89,73,96,0,0,0,0,0,0,0,7,39,42,0,0,0,0,0,0,0,0,2,0,0,0
96,77,76,71,94,4,19,1,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,96,78,71,94,0,2,1,1,39,27,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74,81,77,71,94,0,0,56,6,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
92,99,76,74,100,0,0,25,37,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
53,88,76,71,94,0,2,1,2,2,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,77,76,72,97,0,0,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
59,98,103,71,94,0,9,37,2,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
30,179,85,71,94,1,1,0,3,4,0,0,35,58,26,0,0,0,0,0,0,0,0,0,0,0,0
89,89,77,79,94,0,0,3,28,18,39,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
37,77,76,71,94,0,1,4,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,101,76,71,94,0,30,19,0,2,0,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,77,76,71,94,1,2,3,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,121,98,71,94,0,0,0,0,31,14,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0,0
89,91,76,71,94,6,42,1,2,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,77,76,76,94,1,2,12,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
77,77,76,71,94,14,51,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,129,88,72,94,0,0,0,0,0,0,0,0,37,22,0,0,3,1,0,0,0,0,0,0,0,0
52,90,76,71,94,0,1,2,3,4,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,114,100,144,94,1,4,0,0,0,0,0,24,20,0,0,0,0,0,6,62,0,0,0,0,0,0
50,100,79,74,94,0,0,1,1,0,27,34,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
118,77,76,71,94,1,34,14,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,99,76,71,94,0,0,0,33,14,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,77,76,71,94,11,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
132,77,76,71,94,2,19,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,96,126,71,94,0,0,9,37,0,5,2,0,0,0,13,44,0,0,0,0,0,0,0,0,0,0
82,99,76,71,94,1,1,28,20,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,85,76,74,94,2,1,0,8,32,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
89,103,76,71,94,0,0,37,25,0,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,77,76,71,94,0,1,0,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,78,79,72,94,0,0,0,14,32,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
59,82,78,73,94,0,0,0,1,31,23,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
135,80,76,71,94,0,71,10,7,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,77,76,71,94,42,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,87,76,71,97,0,0,0,37,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
74,77,78,73,94,3,63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
77,77,76,71,94,0,31,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,116,76,71,94,0,0,10,10,0,0,8,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0
83,77,76,71,94,34,38,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,2,1,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,77,76,71,94,0,6,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,100,124,91,94,0,0,0,0,0,0,0,0,0,0,36,22,0,0,0,16,2,0,0,0,0,0
90,99,76,71,94,0,0,41,5,1,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,98,76,72,94,0,0,43,6,0,2,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,77,94,175,94,0,0,2,0,0,0,0,0,0,0,0,0,2,16,0,0,67,0,0,0,0,0
59,77,76,71,94,28,18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,105,76,71,94,0,0,0,0,0,0,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,102,76,71,94,37,9,0,0,2,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,117,79,75,94,0,0,0,0,0,3,2,21,24,0,0,0,0,0,3,2,0,0,0,0,0,0
110,83,76,71,94,0,3,0,41,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,37,25,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,77,122,81,95,0,0,0,2,0,0,0,0,0,0,0,0,22,19,0,0,0,2,0,0,0,0
138,106,76,71,94,0,2,9,19,56,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,84,76,71,94,0,3,4,1,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,77,76,71,94,0,1,1,87,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,78,76,71,94,37,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,84,81,71,94,0,0,0,0,38,11,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1
116,78,76,71,94,62,0,0,3,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,85,169,86,94,0,0,0,0,0,2,1,0,0,0,0,30,23,36,0,0,1,0,0,0,0,0
16,105,113,71,94,0,0,0,1,2,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0
102,77,76,71,94,0,44,5,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,140,160,71,94,6,16,2,0,0,0,0,0,5,70,0,29,28,0,0,0,0,0,0,0,0,0
74,77,76,71,94,12,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,104,76,87,105,0,0,0,0,17,67,23,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0
117,92,77,71,94,0,0,0,0,70,54,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
56,80,83,71,94,0,0,0,37,9,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1
72,77,79,71,94,31,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
16,116,104,165,94,0,0,0,1,1,0,0,0,0,42,17,0,0,0,0,13,53,0,0,0,0,0
86,105,76,71,94,0,2,0,14,32,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,123,103,71,94,0,0,0,0,40,38,0,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0
64,95,80,71,94,19,2,0,0,1,38,9,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1
146,79,77,71,94,56,6,0,55,24,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
73,79,76,72,95,0,0,0,6,51,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16,119,99,71,94,0,0,0,1,2,0,0,0,3,46,12,0,0,0,0,0,0,0,0,0,0,0
72,113,86,71,94,0,0,3,0,55,7,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,0
61,77,76,71,94,0,4,1,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,115,76,71,94,3,0,11,1,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0
52,88,76,71,94,0,1,2,0,5,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,72,97,9,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
57,125,76,71,94,0,0,0,46,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,71,94,0,2,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,78,78,94,149,0,1,0,0,40,6,0,0,0,0,0,0,0,0,2,1,0,0,14,28,0,0
16,94,81,71,94,0,0,0,0,0,2,3,0,4,15,0,0,0,0,0,0,0,0,0,0,0,1
129,77,76,71,94,0,0,0,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,77,76,71,94,0,0,52,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,110,84,71,94,0,0,3,0,0,0,23,30,0,0,0,1,5,0,0,0,0,0,0,0,0,0
74,77,94,78,95,0,31,31,2,1,0,0,0,0,0,0,0,2,16,0,0,0,0,1,0,0,1
76,113,105,71,95,0,37,25,0,0,6,1,0,0,26,33,0,0,0,0,0,0,0,0,1,0,0
71,77,81,133,94,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,0,0,0,0,0
58,77,132,109,94,14,32,0,0,0,2,0,0,0,0,0,0,0,37,33,0,0,0,0,0,0,0
56,79,76,71,94,0,23,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
74,77,77,74,94,0,0,0,27,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
78,116,76,71,94,0,1,2,0,0,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,136,87,73,94,0,0,0,0,0,23,38,0,12,31,0,0,0,0,1,1,0,0,0,0,0,0
105,101,77,72,94,0,0,0,37,25,23,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,96,76,71,94,0,1,0,28,18,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,86,77,71,94,0,0,0,0,30,32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,112,123,71,94,1,2,0,0,0,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,0
84,78,76,71,94,56,8,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,77,76,74,97,0,0,32,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
63,146,95,71,94,1,2,0,0,17,45,0,0,15,60,0,0,0,0,0,0,0,0,0,0,0,0
62,78,85,71,94,0,11,39,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1
61,77,76,71,94,0,2,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,99,76,71,94,0,0,14,32,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,77,76,71,95,2,47,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,83,78,75,105,0,0,0,0,36,10,6,1,0,0,0,0,0,0,1,1,0,0,0,4,3,1
82,89,76,71,94,0,0,14,7,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,77,77,72,94,15,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
79,79,76,71,94,1,5,31,31,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79,77,76,71,94,0,3,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,89,76,72,96,1,1,0,0,12,49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
177,80,77,71,94,10,89,0,0,67,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,87,76,71,94,55,24,0,0,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,116,107,75,99,0,0,0,0,0,0,0,0,0,43,16,2,4,0,0,0,0,0,4,1,0,0
100,135,76,73,95,12,50,0,0,0,0,44,33,12,0,0,0,0,0,0,0,0,1,1,0,0,0
49,89,76,71,94,0,0,2,1,3,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,77,76,71,94,5,43,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,80,83,71,94,6,57,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1
76,77,76,71,94,3,0,2,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,121,79,72,94,1,2,0,0,0,1,2,0,44,0,0,0,1,2,0,0,0,0,0,0,0,0
74,93,80,77,97,0,44,21,1,0,0,0,0,8,12,0,0,0,0,0,0,0,4,1,0,0,1
117,79,82,71,94,50,12,28,21,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
75,77,76,77,94,0,3,0,31,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
124,83,76,71,94,0,0,0,37,63,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,93,76,71,94,5,2,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,81,79,72,94,56,9,0,0,0,0,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1
56,115,106,74,94,28,18,0,0,0,0,0,0,0,39,19,0,0,5,1,0,0,0,0,0,0,0
103,79,76,71,94,0,32,28,32,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,93,76,71,94,0,0,1,31,31,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,101,76,71,94,32,15,1,0,0,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,77,76,71,94,33,18,36,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,86,76,71,94,56,6,0,2,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,77,76,71,94,0,8,71,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,77,89,155,94,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,40,27,0,0,0,0,0
69,78,82,71,94,0,4,2,54,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
60,80,76,93,147,0,1,0,28,18,0,6,1,0,0,0,0,0,0,0,0,0,0,18,25,0,0
71,77,83,71,94,0,0,0,37,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
67,87,124,71,94,23,23,0,3,0,4,12,0,0,0,0,15,27,0,0,0,0,0,0,0,0,0
43,99,79,71,94,4,1,0,0,0,15,30,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1
52,82,81,72,94,0,0,0,0,28,18,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
