age,number_of_juvenile_fellonies,decile_score,number_of_juvenile_misdemeanors,number_of_other_juvenile_offenses,number_of_prior_offenses,days_before_screening_arrest,days_in_custody,violence_decile_score,label
24,0,6,0,0,5,-1,7,4,0
33,0,4,0,0,9,0,1,3,0
31,0,1,1,0,5,-1,54,2,0
56,0,5,0,0,7,-38,9,1,0
67,0,1,0,0,2,67,98,1,0
57,0,8,0,0,23,-1,260,7,1
65,0,2,0,0,3,-1,13,2,0
22,0,9,0,0,0,-1,1,7,0
35,0,6,0,0,2,-15,21,2,0
29,0,3,1,0,2,-1,3,4,1
22,0,10,0,0,5,-91,150,6,1
31,0,8,0,0,6,-39,8,5,0
56,0,1,0,0,1,-1,1,1,0
25,0,6,0,0,2,-29,29,5,0
33,0,4,0,0,10,0,1,2,0
25,0,5,0,0,2,-1,56,6,0
27,0,5,0,0,3,-1,7,3,0
37,0,10,0,0,1,-1,15,10,0
41,0,1,0,0,2,-3,1,1,0
35,0,8,0,1,5,-19,30,5,0
55,0,1,0,0,0,0,2,1,0
26,0,2,0,0,2,0,6,3,1
35,0,3,0,0,7,-1,195,3,0
50,0,4,0,0,3,0,25,6,1
24,0,2,0,0,0,-1,1,3,0
34,0,8,0,0,6,-1,4,9,1
24,0,8,0,0,3,-1,3,7,1
30,0,6,1,0,4,-1,31,2,0
35,0,2,0,0,0,0,0,1,0
24,0,2,0,0,1,-8,3,3,0
28,0,3,0,0,3,-1,1,3,0
50,0,1,0,0,5,-91,91,1,0
31,0,6,0,0,0,-1,46,3,0
31,0,1,0,0,0,-1,1,2,0
32,0,2,0,0,3,-1,1,2,0
29,0,5,0,0,6,-3,23,2,1
59,0,3,0,0,3,-8,1,2,0
24,0,2,0,0,1,-1,1,5,1
27,0,4,0,0,1,-66,45,3,0
33,0,10,0,0,0,-1,142,6,0
35,0,1,0,0,0,-1,1,1,0
40,0,1,0,0,0,-4,4,1,0
45,0,3,0,0,0,-1,1,1,0
24,1,9,0,1,9,-7,296,7,1
25,0,2,0,0,0,-1,4,4,0
24,0,9,0,0,0,-1,1,9,0
23,0,8,0,0,6,-1,34,5,0
23,0,8,1,0,7,-1,4,7,1
48,0,1,0,0,0,-1,0,1,0
62,0,1,0,0,0,-1,1,1,0
52,0,3,0,0,19,-1,964,1,0
25,0,3,0,0,1,-1,18,3,0
49,0,7,0,0,1,-1,5,4,0
50,0,1,0,0,0,0,79,1,1
37,0,8,0,0,14,-1,1,3,0
26,0,2,0,0,0,0,1,3,0
28,0,10,2,0,21,-1,106,10,0
48,0,2,0,0,4,-1,1,1,0
25,0,4,0,0,1,-80,7,4,0
20,0,8,1,0,1,0,1980,10,1
26,0,1,0,0,1,-1,2,2,0
29,0,4,0,0,1,-1,14,2,0
46,0,4,0,0,4,0,1,1,0
24,0,4,0,0,0,0,1,5,0
51,0,1,0,0,2,0,0,1,0
29,0,8,0,0,5,0,55,4,0
56,0,2,0,0,10,-1,13,1,1
31,0,2,0,0,1,-75,3,1,0
48,0,1,0,0,0,-1,1,1,0
68,0,2,0,0,1,-37,26,1,0
24,0,4,0,0,1,-1,1,4,0
32,0,2,0,0,1,-1,1,2,0
25,0,3,0,0,1,-1,73,6,0
29,0,3,0,0,1,-1,43,2,0
38,0,1,0,0,2,-1,1,2,0
52,0,4,0,0,3,-1,344,3,0
53,0,-1,0,0,3,-10,10,4,0
27,0,1,0,0,1,0,1,2,0
33,0,2,0,0,1,-1,1,2,0
29,0,2,0,0,0,-1,2,2,0
38,0,9,0,0,19,-4,2,5,1
29,0,1,0,0,0,-1,1,2,0
41,0,7,0,0,0,-1,1,1,0
59,0,4,0,0,8,-1,10,2,0
21,0,4,0,0,1,-1,1,7,1
30,0,1,0,0,0,-1,1,2,0
43,0,5,0,0,4,-1,48,1,0
24,0,9,0,1,2,-2,0,4,0
45,0,7,0,0,13,-1,56,6,1
23,0,9,0,1,0,0,19,9,1
40,0,10,0,0,5,16,55,3,0
23,0,7,0,0,0,-1,2,6,0
39,0,2,0,0,3,-1,1,3,0
26,0,2,0,0,0,-2,0,2,0
21,0,4,0,0,0,0,1,6,0
30,0,3,1,1,3,-1,65,3,0
44,0,4,0,0,0,0,12,1,0
23,0,4,0,0,0,-1,2,5,0
49,0,1,0,0,1,-1,1,1,0
28,0,2,0,0,2,-1,10,3,1
42,0,4,0,0,2,-43,41,5,0
23,0,6,2,0,7,0,6,8,1
24,0,6,0,0,2,-1,1,4,1
31,0,7,0,0,0,0,0,6,0
25,0,2,0,0,1,-1,118,3,0
55,0,2,0,0,12,-1,920,1,0
26,1,10,3,0,24,-1,86,10,1
27,0,7,0,0,1,-1,6,4,0
26,0,2,0,0,3,-123,1,3,0
46,0,1,0,0,0,-1,7,1,0
38,0,6,0,0,1,-1,34,4,1
24,0,5,0,0,0,-1,1,5,0
38,0,4,0,0,0,-1,1,1,0
48,0,3,0,0,6,-1,2,2,0
30,0,9,0,0,7,-1,1,7,0
27,0,10,0,0,8,53,28,9,1
55,0,1,0,0,0,0,1,1,0
40,0,7,0,0,5,0,30,7,1
33,1,7,0,0,9,72,54,9,1
57,0,1,0,0,0,-1,78,1,0
25,0,2,0,0,0,-1,7,4,0
31,0,3,0,0,3,-1,1,2,1
43,0,4,0,0,7,0,1,3,0
25,0,4,0,0,0,-1,5,3,0
39,0,2,0,0,1,-1,1,2,0
40,0,1,0,0,1,-1,2,1,0
35,0,7,0,0,2,-1,1,4,0
50,0,3,0,0,4,-1,104,1,0
23,0,6,0,0,1,0,1,4,0
38,0,1,0,0,1,-1,4,1,0
54,0,2,0,0,2,-3,0,1,0
28,0,10,0,0,18,-1,18,7,1
49,0,1,0,0,1,-1,2,1,0
36,0,7,0,0,11,-1,1,3,0
41,0,3,0,0,0,-1,1,1,0
40,1,9,0,0,9,-1,1,6,0
29,0,8,0,1,8,-54,0,4,0
33,0,1,0,0,0,-1,32,1,0
26,0,7,0,0,7,-19,1,6,0
35,0,2,0,0,1,-1,1,1,0
27,0,2,0,0,3,-1,1,4,0
31,0,5,0,0,3,-1,1,3,0
32,0,2,0,0,0,-1,2,2,0
50,0,1,0,0,1,-1,1,1,0
52,0,1,0,0,1,-1,1,1,0
24,0,4,0,0,1,-1,2,4,0
38,0,4,0,0,0,0,6,3,0
54,0,8,0,0,11,-1,1,3,0
71,0,2,0,0,13,-1,1,1,0
39,0,4,0,0,1,-1,39,1,0
36,0,6,0,0,5,0,0,4,1
55,0,1,0,0,0,-1,1,1,0
45,0,3,0,0,0,-1,1,1,1
27,0,4,0,0,0,0,9,3,0
31,0,8,2,0,10,-3,6,4,0
24,0,9,0,0,8,0,37,9,0
26,0,3,0,0,0,-1,1,3,0
33,0,2,0,0,3,-51,1,2,0
29,0,2,0,0,0,-1,1,3,0
37,0,1,0,0,0,-1,1,1,1
46,0,3,0,0,2,-1,11,1,0
35,0,10,0,0,27,-103,1,6,0
48,0,8,0,0,10,-1,2523,6,0
25,0,10,1,1,8,-1,583,8,0
23,0,9,0,0,0,-1,1,6,1
43,0,1,0,0,2,-26,1,1,0
53,0,1,0,0,0,-2,1,1,0
28,0,4,0,0,0,0,0,5,0
21,0,3,0,0,1,-1,1,5,0
31,0,2,0,0,0,-1,9,2,0
35,0,1,0,0,1,-1,1,1,0
55,0,3,0,0,3,0,1,1,0
28,0,3,0,0,0,-2,1,3,0
44,0,1,0,0,0,-1,1,1,1
48,0,1,0,0,2,-66,33,1,0
23,0,7,0,0,2,-1,1,9,0
50,0,3,0,0,2,0,0,6,0
31,0,4,0,0,0,0,22,3,0
42,0,1,0,0,0,-1,1,1,0
29,0,10,0,0,5,-1,495,9,0
23,0,3,0,0,0,0,2,5,0
32,0,2,0,0,0,0,0,2,0
67,0,1,0,0,0,-1,1,1,0
32,0,7,0,0,11,0,0,4,0
44,0,4,0,0,7,0,4,3,0
28,0,4,1,0,9,-1,5,3,0
36,0,4,0,0,4,-215,0,2,0
36,0,2,0,0,8,-1,0,2,0
25,0,4,0,0,0,0,2,4,0
33,0,2,0,0,4,-9,8,2,0
38,0,1,0,0,0,0,0,1,0
52,0,3,0,0,5,-1,7,1,1
50,0,1,0,0,0,-1,1,1,0
37,0,1,0,0,4,135,1,1,0
58,0,1,0,0,1,-1,0,1,1
27,0,1,0,0,0,0,1,2,0
39,0,3,0,0,5,-21,19,2,0
24,0,3,0,0,0,-1,7,4,0
38,1,7,0,0,8,-1,2,6,0
52,0,2,0,0,7,-23,1,1,0
47,0,5,0,0,3,0,63,1,0
32,0,1,0,0,0,-7,1,2,0
34,0,7,1,0,27,-1,1,3,0
42,0,6,0,0,5,-1,55,6,0
21,0,5,0,1,0,-1,1,7,0
55,0,1,0,0,2,-32,28,1,0
52,0,2,0,0,8,0,39,1,0
27,0,2,0,0,1,-1,2,4,0
27,0,5,0,0,0,0,1,3,0
56,0,1,0,0,0,-1,1,1,0
45,0,1,0,0,0,-6,0,1,0
23,0,2,0,0,1,-39,21,4,0
29,0,2,0,0,0,-3,1,2,0
21,0,3,0,0,0,-5,3,6,0
27,0,8,1,0,11,-1,2,6,0
38,0,1,0,0,4,-1,1,1,0
30,0,1,0,0,0,-1,1,2,0
19,0,9,0,0,1,-1,434,7,1
37,0,1,0,0,1,-1,1,1,0
34,0,1,0,0,0,-1,2,1,1
21,0,8,0,1,1,-1,7,7,0
38,0,4,0,0,3,-1,33,2,0
47,0,4,0,0,1,0,1,5,0
56,0,2,0,0,3,-1,191,2,0
23,0,8,0,0,0,-1,30,8,0
57,0,1,0,0,0,-2,2,1,0
25,0,7,1,0,9,-17,13,4,0
23,0,10,0,0,2,16,116,9,1
36,0,5,0,0,2,-2,1,3,0
41,0,5,0,0,5,-1,1,6,0
31,0,3,0,0,2,-69,50,2,0
39,0,1,0,0,0,-1,1,1,0
21,0,6,0,0,1,-1,10,6,1
31,0,4,0,0,2,-1,1,6,0
37,0,1,0,0,0,-2,1,2,0
27,0,2,0,0,0,-1,2,4,0
59,0,1,0,0,2,-19,19,1,0
39,0,10,0,0,21,-216,81,10,0
43,0,3,0,0,2,-1,15,1,0
43,0,2,0,0,3,9,1,1,1
54,0,2,0,0,1,-4,3,1,0
36,0,4,0,0,3,-1,257,3,1
56,0,4,0,0,0,-1,2,1,0
25,1,9,0,0,2,-1,1,7,0
34,0,10,2,0,9,-1,42,9,1
48,0,6,0,0,4,-1,14,3,0
34,1,10,0,0,21,-1,235,10,1
28,0,2,0,0,0,-1,1,2,0
32,0,3,0,0,1,-1,24,2,0
31,0,1,0,0,2,-1,2,1,0
32,0,2,0,1,4,-1,0,1,0
48,0,1,0,0,0,0,1,1,0
25,1,9,2,0,9,43,50,9,1
35,0,2,0,0,1,0,0,1,0
22,0,2,0,0,0,-1,1,4,0
28,0,5,0,0,4,0,1,5,0
26,0,2,0,0,0,-1,1,3,0
34,0,2,0,0,0,-1,1,1,0
22,0,9,0,0,3,-1,63,9,0
44,0,2,0,0,5,0,7,1,0
57,0,2,0,0,1,-1,17,1,0
20,0,4,0,0,0,-1,1,7,0
35,0,9,0,0,2,-50,13,5,0
60,0,3,0,0,13,-13,1,1,0
22,0,5,0,0,2,-1,1,7,0
43,0,1,0,0,0,-1,1,1,0
72,0,4,0,0,7,-1,0,1,0
60,0,1,0,0,0,-1,13,1,0
30,0,4,0,0,1,-5,2,6,0
43,0,6,0,0,0,-1,30,1,0
48,0,1,0,0,1,-8,6,1,0
54,0,1,0,0,0,0,0,1,0
45,0,1,0,0,1,-1,2,1,0
36,0,4,0,0,0,-1,4,2,0
31,0,1,0,0,1,0,5,1,0
40,0,1,0,0,0,-1,2,1,0
50,0,1,0,0,1,-4,2,1,0
26,0,6,0,0,1,-24,0,4,0
41,0,4,0,0,7,0,1,1,0
28,0,6,0,0,0,-1,17,3,0
30,0,1,0,0,1,-48,48,2,0
35,0,2,0,0,5,-1,0,1,0
45,0,9,0,0,1,-70,62,8,0
30,0,2,0,0,0,-2,1,2,0
45,0,3,0,0,3,-1,93,2,1
24,0,4,0,0,2,-1,5,4,0
56,0,1,0,0,0,-1,1,1,0
24,0,10,4,0,14,-1,62,10,1
38,0,6,0,0,11,-1,18,2,0
22,0,3,0,0,0,-1,1,5,0
28,0,8,0,0,5,-1,1,6,0
25,0,3,0,0,1,0,4,4,0
53,0,1,0,0,1,-1,0,1,0
30,0,1,0,0,0,-1,2,1,0
33,0,6,0,0,0,0,28,3,1
35,0,4,0,0,5,-1,242,3,1
33,0,2,0,0,0,-1,2,2,0
65,0,10,0,0,11,-1,75,4,0
59,0,1,0,0,1,-25,1,1,0
33,0,7,0,0,1,-1,85,5,0
26,0,8,0,0,11,64,242,5,1
24,0,10,0,3,3,-1,44,9,1
43,0,9,0,0,5,-1,1,5,0
37,0,7,0,0,11,-1,2,3,1
53,0,7,0,0,13,-1,91,6,0
43,0,1,0,0,4,-39,5,1,0
30,0,3,0,0,1,-27,0,2,0
37,0,4,0,0,4,0,58,3,1
25,0,6,0,0,0,-1,2,4,0
26,0,5,0,0,1,0,1,3,0
28,0,6,0,0,0,-2,1,2,0
58,0,1,0,0,1,-1,10,1,0
33,0,5,0,0,8,0,3,3,0
38,0,1,0,0,0,-1,1,1,0
38,0,3,0,0,2,-21,19,2,0
57,0,5,0,0,9,-1,571,5,0
33,0,8,0,0,2,-1,0,7,1
58,0,1,0,0,1,-1,1,1,0
53,0,4,0,0,2,-1,41,2,0
35,0,8,0,0,6,-1,11,6,1
39,0,1,0,0,1,-1,1,1,0
36,0,9,0,0,1,-14,14,4,0
37,0,2,0,0,0,-1,1,2,0
39,0,1,0,0,0,-1,3,1,0
52,0,1,0,0,3,-25,0,1,0
60,0,1,0,0,1,-1,1,1,0
37,0,1,0,0,2,-1,1,1,0
44,0,1,0,0,0,-1,0,1,1
23,0,6,0,0,6,0,1,7,1
28,0,3,0,0,2,-36,36,2,0
28,0,4,0,0,5,0,0,4,0
38,0,5,0,0,12,-1,1,3,0
42,0,5,0,0,0,-1,1,5,0
25,0,3,0,0,0,-1,1,3,0
32,0,9,0,0,7,0,72,9,1
35,0,5,0,0,1,-30,29,2,0
37,0,5,0,0,0,-1,127,3,0
33,0,2,0,0,2,0,0,1,0
51,0,3,0,0,4,-11,19,1,0
39,0,4,0,0,3,-1,3,2,0
35,0,6,0,0,5,-1,1,6,1
40,0,7,0,0,3,-1,13,8,0
37,0,1,0,0,0,-1,1,1,0
47,0,3,0,0,5,0,12,2,1
23,0,7,0,0,0,-1,1,5,0
63,0,4,0,0,10,0,2,1,1
38,0,9,1,0,16,-1,242,10,1
31,0,8,0,0,4,-1,25,3,1
23,0,3,0,0,0,0,1,3,0
38,0,5,0,0,1,-1,126,2,0
47,0,1,0,0,0,-3,0,1,0
22,0,4,0,0,1,-11,9,5,0
26,0,3,0,0,1,318,8,4,0
65,0,1,0,0,0,0,1,1,0
22,0,3,0,0,0,-1,1,4,0
34,0,1,0,0,0,0,0,1,0
38,0,1,0,0,0,-1,1,1,0
49,0,1,0,0,0,-3,1,1,0
56,0,4,0,0,7,-167,22,4,0
34,0,1,0,0,5,-1,4,2,0
21,0,7,1,2,1,-1,17,9,0
46,0,4,0,0,9,-1,5,2,0
22,0,6,0,0,2,250,79,6,1
57,0,4,0,0,1,-1,12,3,0
40,0,5,0,0,21,-1,30,3,0
30,0,2,0,0,1,-1,1,1,0
21,0,7,1,0,4,-1,242,6,1
39,0,10,2,0,22,-1,4,3,1
24,0,3,0,0,0,0,0,4,0
45,0,1,0,0,0,0,1,1,0
51,0,3,0,0,3,-18,2,2,0
27,0,2,0,0,0,-1,2,3,0
32,0,2,0,0,1,-1,1,3,0
49,0,1,0,0,0,-3,1,1,0
29,0,3,0,0,2,-1,27,2,0
30,0,3,0,0,6,-1,1,2,0
55,0,6,0,0,12,-69,78,2,1
30,0,4,0,0,0,0,7,5,0
56,0,1,0,0,2,-39,1,1,0
33,0,6,0,0,4,0,1,2,0
28,0,2,0,0,1,-1,1,3,0
29,0,8,0,0,1,-1,41,8,0
38,0,1,0,0,0,-1,1,1,0
37,0,3,0,0,0,-1,1,2,0
30,0,2,0,0,0,0,0,2,0
51,1,9,0,1,19,-1,6,4,0
65,0,5,0,0,7,-1,21,1,0
32,0,1,0,0,1,-1,1,1,0
35,0,4,0,0,1,-1,0,3,0
57,0,1,0,0,1,-26,1,1,0
26,0,3,0,0,1,0,0,3,0
23,0,8,3,1,7,-228,36,5,1
36,2,6,0,0,4,-1,2,3,1
35,0,5,0,0,3,-1,45,3,1
33,0,1,0,0,0,-1,7,1,0
47,0,1,0,0,0,0,1,1,0
53,0,1,0,0,0,-1,1,1,0
36,0,3,0,0,1,-1,13,2,1
25,0,3,0,0,0,-1,1,3,0
52,0,6,0,0,10,0,3,7,0
23,0,7,0,0,3,249,277,8,1
34,0,3,0,0,7,-245,8,2,0
45,1,7,0,1,20,-1,33,2,0
42,0,5,0,0,10,-1,1,1,1
49,0,4,0,0,4,-26,21,1,0
40,0,8,0,0,0,-1,30,10,1
23,0,5,0,0,0,-1,190,7,0
31,0,5,0,0,3,0,0,4,0
28,0,2,0,0,0,0,1,2,0
45,0,1,0,0,0,0,40,1,0
39,0,8,0,0,7,0,35,6,1
25,0,4,0,0,2,-63,32,4,0
24,0,2,1,0,1,-1,1,4,0
46,0,1,0,0,1,-1,2,1,0
47,0,1,0,0,3,-1,2,1,0
54,0,4,0,0,2,66,0,3,1
34,0,2,0,0,0,-2,1,1,0
34,0,2,0,0,3,-6,3,2,0
32,0,5,0,0,1,-115,116,5,0
29,0,6,0,0,0,0,1,3,0
55,0,1,0,0,1,-1,1,1,0
26,0,3,0,0,0,-1,1,3,0
24,0,7,0,0,1,0,0,7,0
29,0,2,0,0,0,0,1,2,0
31,0,2,0,0,0,-1,0,2,0
26,1,6,0,0,2,-1,1,8,0
54,0,2,0,0,2,0,97,1,0
33,0,8,0,0,14,-1,1,4,1
35,0,9,1,0,8,0,239,8,0
25,0,2,0,0,0,-1,1,3,0
25,0,5,0,0,0,0,0,3,0
53,0,1,0,0,0,0,4,1,0
41,0,1,0,0,0,-1,1,1,0
24,0,4,0,0,1,0,0,3,0
38,0,2,0,0,8,-32,242,4,0
23,0,2,0,0,0,-1,1,4,0
42,0,1,0,0,0,-1,1,1,0
32,0,5,0,0,4,-47,3,1,0
24,0,7,0,0,3,597,1,8,1
32,0,6,0,0,3,-1,1,4,0
40,0,9,0,0,13,-1,5,3,0
42,0,1,0,0,1,-118,118,1,0
27,0,3,0,0,2,0,0,4,0
32,0,4,0,0,1,-1,4,2,1
38,0,7,0,0,2,43,7,4,1
29,0,2,0,0,2,-1,4,3,0
49,0,1,0,0,0,0,0,1,0
50,0,1,0,0,0,-2,2,1,0
28,0,7,0,0,1,-1,1,3,0
25,0,2,0,0,0,0,46,3,1
25,0,3,0,0,4,-1,1,3,1
45,0,1,0,0,2,-1,1,1,0
37,0,1,0,0,2,-1,29,1,0
24,0,2,0,0,0,-1,2,3,0
40,0,1,0,0,2,-1,2,1,0
33,0,2,0,0,0,-2,1,1,0
53,0,2,0,0,18,0,1,1,0
55,0,1,0,0,0,-7,6,1,0
36,0,6,0,0,4,-1,285,4,0
30,0,9,0,0,6,-1,30,7,1
55,0,1,0,0,0,-1,1,1,0
23,0,3,0,0,1,-6,1,4,0
40,0,10,0,0,13,752,27,9,1
32,0,1,0,0,2,0,1,1,0
47,0,2,0,0,3,-1,57,1,0
22,0,6,1,0,1,-1,1,7,0
47,0,1,0,0,2,-1,2,2,0
28,0,8,0,0,5,-1,93,4,0
34,0,2,0,0,4,-1,1,2,0
65,0,1,0,0,0,0,23,1,0
23,0,3,0,0,0,-1,1,3,0
44,0,1,0,0,0,-2,1,1,0
21,1,8,0,0,1,88,39,9,1
24,0,3,0,0,1,-1,1,5,0
51,0,2,0,0,1,-1,1,1,0
39,0,6,0,0,6,-1,1,2,0
24,0,6,0,0,1,-5,1,4,0
31,0,10,0,2,11,0,1,7,1
35,0,2,0,0,0,-1,1,1,0
30,0,1,0,0,0,-1,1,1,0
34,0,7,0,0,8,-104,1,4,0
39,0,6,0,0,4,-3,1,1,0
29,0,2,0,0,6,702,5,2,0
51,0,1,0,0,0,-1,1,1,0
22,0,7,0,1,1,-1,237,5,0
29,0,2,0,0,2,-24,23,3,0
33,0,4,0,0,3,-16,22,3,1
54,0,1,0,0,0,-1,28,1,0
30,0,2,0,0,3,-166,11,2,0
48,0,4,0,0,10,0,175,1,0
23,0,8,0,0,0,-1,3,7,0
23,0,7,0,0,2,-1,1,6,1
47,0,1,0,0,1,0,1,1,0
21,0,4,0,0,0,-1,4,6,0
48,0,1,0,0,2,-1,1,1,0
50,0,3,0,0,3,-1,14,1,0
49,2,3,0,0,13,-1,1,2,0
58,0,5,0,0,2,-1,5,2,0
31,0,8,0,0,6,0,18,6,0
23,0,7,0,2,1,-1,1,5,0
33,0,1,0,0,0,-1,1,2,1
57,0,2,0,0,6,-23,1,2,0
31,0,2,0,0,0,-3,1,2,0
57,0,6,0,0,19,-1,0,1,0
57,0,5,0,0,12,0,0,1,0
45,0,3,0,0,11,-1,1,3,0
42,0,5,0,0,0,0,0,2,0
48,0,2,0,0,7,-1,1,2,0
23,0,4,0,0,0,521,7,5,0
28,0,2,0,0,0,-1,1,2,0
25,0,2,0,0,1,-1,1504,3,1
34,0,5,0,0,3,-1,10,2,0
27,0,2,0,0,0,-1,1,4,0
39,0,4,0,0,4,0,40,2,0
55,0,4,0,0,6,1001,37,1,0
27,0,5,0,0,4,-1,35,6,1
26,0,9,0,0,2,-1,23,8,1
27,0,2,0,0,0,-1,1,2,0
29,0,2,0,0,4,-1,1,2,0
27,0,6,0,0,7,-1,5,4,0
24,0,8,0,0,0,-1,7,5,0
20,0,3,0,0,0,-1,1,6,0
23,0,3,0,0,0,-1,43,3,0
48,0,1,0,0,0,0,0,1,0
41,0,5,0,0,3,-1,1,2,0
54,0,5,0,0,7,-98,20,2,0
22,0,3,0,0,2,-1,1,4,0
32,0,1,0,0,7,-1,1,1,0
44,0,1,0,0,0,-1,2,1,0
28,0,1,0,0,1,-90,49,2,0
60,0,1,0,0,3,-1,1,1,0
49,0,1,0,0,0,0,0,1,0
32,0,4,0,0,9,-59,57,3,0
30,0,4,0,0,10,0,2,5,1
52,0,1,0,0,0,-1,1,1,0
34,0,10,0,0,0,-1,2,9,0
55,0,4,0,0,5,-1,4,1,1
37,0,6,0,0,6,-1,270,5,0
33,0,7,0,0,0,-1,1,7,0
27,0,2,0,0,0,0,1,2,0
33,0,2,0,0,0,-1,54,2,0
26,0,2,0,0,0,-1,2,2,0
29,0,5,0,0,0,-1,2,2,0
32,0,3,0,0,1,0,0,4,0
37,0,1,0,0,4,0,1,1,0
31,0,10,0,0,15,0,0,7,0
31,0,4,0,0,6,0,36,2,0
36,0,3,0,0,2,-1,2,3,0
35,0,6,0,0,4,-309,6,7,0
37,0,1,0,0,1,-11,9,1,0
34,0,2,0,0,5,-1,6,4,1
50,0,6,0,0,12,316,435,3,1
45,0,1,0,0,1,-4,3,1,0
70,0,1,0,0,0,-1,1,1,0
26,0,4,0,0,2,607,37,4,0
23,1,9,0,0,4,-1,7,9,0
27,0,4,0,0,5,-12,2,3,0
23,0,3,0,0,2,334,16,4,1
26,0,5,0,0,0,-1,1,3,0
23,0,6,0,0,2,-1,1,4,0
46,0,2,0,0,1,-1,1,1,0
27,1,5,0,0,1,0,27,4,0
45,0,2,0,0,7,-1,1,2,0
42,0,5,0,0,1,-12,8,2,0
49,0,4,0,0,3,0,22,2,0
29,0,2,0,0,0,0,0,2,0
52,0,1,0,0,1,-8,2,1,0
37,0,1,0,0,4,0,1,1,1
26,0,3,0,0,1,-1,7,4,0
47,0,1,0,0,1,-27,17,1,0
25,0,6,0,0,1,0,0,6,0
21,1,10,0,0,1,-1,130,9,1
48,0,1,0,0,0,0,1,1,0
40,0,2,0,0,1,-55,0,1,0
24,0,3,0,0,0,-1,1,3,0
22,0,4,0,0,0,-1,1,5,1
38,0,2,0,0,2,0,0,1,0
54,0,1,0,0,2,-1,1,1,0
24,0,4,0,0,1,0,11,4,0
44,0,1,0,0,0,-1,34,1,1
64,0,1,0,0,0,-1,1,1,0
45,0,1,0,0,0,-1,1,1,0
49,0,5,0,0,1,-1,5,6,0
33,0,1,0,0,0,-1,1,1,0
44,0,2,0,0,2,-1,1,1,0
51,0,1,0,0,3,-1,3,1,0
50,0,1,0,0,0,0,4,1,0
33,0,2,2,0,2,-22,22,2,0
54,0,1,0,0,0,-1,30,1,0
33,0,9,0,1,14,-78,11,8,0
34,0,1,0,0,3,-1,1,1,0
21,0,9,0,0,1,-1,44,8,1
33,0,4,0,0,5,0,0,2,0
32,0,7,0,1,9,-1,23,4,1
45,0,1,0,0,1,0,1,1,0
29,0,10,0,0,0,-1,2,7,0
44,0,3,0,0,3,-86,1,1,0
28,0,3,0,0,0,-1,1,3,0
27,0,3,0,0,1,-1,1,2,0
30,0,2,0,0,0,0,0,3,0
32,0,7,0,0,0,-1,2,2,0
27,0,4,0,0,5,-1,1,3,0
62,0,-1,0,0,1,-2,1,1,0
21,0,5,0,0,0,-1,7,7,0
32,0,1,0,0,0,-1,19,1,0
56,0,1,0,0,3,-28,15,1,0
44,0,1,0,0,0,-1,1,1,0
25,0,7,0,0,6,-1,25,4,0
20,0,5,0,0,0,-1,1,7,0
35,0,5,0,0,1,-1,2,5,0
24,0,3,0,0,0,-1,1,4,0
40,0,2,0,0,2,-7,4,1,0
21,0,3,0,0,2,-72,1,5,0
38,0,5,0,0,9,-1,1,4,1
36,0,6,0,0,9,0,214,4,1
32,0,6,0,0,3,-1,1236,3,0
23,0,7,0,1,2,-1,35,5,0
23,0,8,0,0,3,-1,59,6,1
68,0,2,0,0,5,-4,1,1,0
26,0,5,0,0,2,0,0,4,0
51,0,4,0,0,0,-1,4,1,1
25,0,2,0,0,0,-1,1,3,0
51,0,5,0,0,14,-11,45,2,0
36,0,1,0,0,0,-1,3,1,0
28,0,7,0,0,5,-76,3,6,0
20,0,3,0,0,0,-4,4,6,0
31,0,2,0,0,0,0,1,2,0
57,0,1,0,0,0,0,1,1,0
35,0,1,0,0,3,-23,42,2,1
39,0,3,0,0,0,-1,1,2,0
24,0,7,1,0,1,-1,33,7,0
29,0,4,0,0,0,-1,10,2,1
26,0,6,0,0,4,0,16,3,1
60,0,1,0,0,2,0,1,1,0
22,0,6,0,1,1,-1,4,7,0
28,0,7,0,0,3,0,0,8,0
28,0,2,0,0,2,-1,5,3,0
55,0,1,0,0,0,-1,3,1,1
28,0,3,0,0,2,-1,2,2,1
22,0,2,0,0,0,-1,1,4,0
45,0,1,0,0,5,230,1,1,0
24,0,6,0,0,1,-1,2,6,1
47,0,2,0,0,1,-1,50,3,0
54,0,1,0,0,6,0,1,1,0
42,0,2,0,0,0,-1,1,1,0
35,0,3,0,0,5,-20,1,2,0
53,0,1,0,0,1,-1,1,1,0
31,0,3,0,0,2,-1,2,2,0
46,0,6,0,0,15,-1,249,7,0
23,0,10,0,0,4,-1,2,10,0
47,0,4,0,0,9,-1,1,2,0
31,0,6,0,0,4,-1,1511,2,0
50,0,8,0,0,0,-1,24,5,0
22,0,9,1,0,2,-1,3,8,0
45,0,1,0,0,1,-22,0,1,0
30,0,2,0,0,2,-1,1,2,0
50,0,1,0,0,0,0,0,1,0
24,0,4,0,0,2,-1,33,3,1
42,0,5,0,0,3,-3,8,1,0
31,0,1,0,0,0,0,1,1,0
25,0,9,0,0,5,-1,43,6,1
36,0,5,0,0,4,0,56,3,0
28,0,5,0,0,5,0,0,4,0
31,0,1,0,0,0,-1,1,1,1
23,0,4,0,0,0,-1,243,6,0
29,0,6,0,0,4,-1,0,3,1
34,0,5,0,0,1,-1,1,3,0
36,0,2,0,0,0,0,0,1,0
23,0,8,0,2,3,-1,68,8,1
